Simulation start: 2023-10-14 19:40:29
Node grid dimensions: 3 X 3
Total ports per station: 5
Number of available ports to be considered insufficient: 2

	MESSAGE RECEIVED (Iteration 20):
	Message type: REPORT (reporter's neighbours have sufficient availability)
		Reporting node: 1
		Alert time: 2023-10-14 19:40:30
		Logged time: 2023-10-14 19:40:31
		Adjacent nodes: 3
		Availability threshold: 2

		Reporting Node  Row Coord       Col Coord       Total Ports     Available Ports
		1               0               1               5               1              

		Adjacent Node   Row Coord       Col Coord       Total Ports     Available Ports
		4               1               1               5               1              
		0               0               0               5               3              
		2               0               2               5               0              

		Nearby Nodes (second order neighbours)   Row Coord       Col Coord      
		5                                        1               2              
		7                                        2               1              
		3                                        1               0              

		Available nearby nodes (no report received in last 20 iterations): 5, 7, 3,
		Communication time between nodes: 3.23258ms
		Communication time between reporting node and base station: 99.78695ms
		Time between report received and report processed: 99.53148ms
		Total messages sent between reporting node and base station: 1
		Total messages exchanged between nodes: 6
		Action taken by base station following report: Did not reply to reporting node (its neighbour(s) had sufficient availability).

	MESSAGE RECEIVED (Iteration 20):
	Message type: REPORT (reporter's neighbours have sufficient availability)
		Reporting node: 3
		Alert time: 2023-10-14 19:40:30
		Logged time: 2023-10-14 19:40:31
		Adjacent nodes: 3
		Availability threshold: 2

		Reporting Node  Row Coord       Col Coord       Total Ports     Available Ports
		3               1               0               5               2              

		Adjacent Node   Row Coord       Col Coord       Total Ports     Available Ports
		0               0               0               5               3              
		6               2               0               5               2              
		4               1               1               5               1              

		Nearby Nodes (second order neighbours)   Row Coord       Col Coord      
		1                                        0               1              
		5                                        1               2              
		7                                        2               1              

		Available nearby nodes (no report received in last 20 iterations): 5, 7,
		Communication time between nodes: 3.52522ms
		Communication time between reporting node and base station: 89.36571ms
		Time between report received and report processed: 199.61675ms
		Total messages sent between reporting node and base station: 1
		Total messages exchanged between nodes: 6
		Action taken by base station following report: Did not reply to reporting node (its neighbour(s) had sufficient availability).

	MESSAGE RECEIVED (Iteration 20):
	Message type: ALERT (reporter's neighbours have insufficient availability)
		Reporting node: 5
		Alert time: 2023-10-14 19:40:30
		Logged time: 2023-10-14 19:40:31
		Adjacent nodes: 3
		Availability threshold: 2

		Reporting Node  Row Coord       Col Coord       Total Ports     Available Ports
		5               1               2               5               1              

		Adjacent Node   Row Coord       Col Coord       Total Ports     Available Ports
		2               0               2               5               0              
		8               2               2               5               1              
		4               1               1               5               1              

